memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
80454	OR	Eugene	62902.11859	1 year	mortgage	1	721	21.84535452	131263.6264	47.96675563	0	0	2	3	10	17	0
80456	TX	Houston	71148.99212	2-5 years	mortgage	1	714	21.11615465	148384.5082	68.22196869	0	0	0	13	9	15	0
80461	NY	Rochester	60917.29349	< 1 year	mortgage	1	628	29.07505832	124808.1804	38.74743517	15	0	3	6	13	14	10
80465	SD	Rapid City	66295.45874	< 1 year	own	1	612	18.66352707	154053.2781	68.57725271	0	5	7	10	9	14	0
80470	WA	Seattle	58099.05882	10+ years	mortgage	1	720	29.03797678	132735.3561	44.065324	0	0	5	3	7	11	0
80473	UT	West Valley City	64572.25073	< 1 year	rent	1	769	21.02803684	123462.3894	65.3310824	0	0	0	4	12	13	0
80483	MS	Jackson	64809.07227	6-9 years	rent	0	703	29.84059214	24373.81879	39.56910425	0	0	2	18	14	14	0
80486	LA	New Orleans	91428.91535	10+ years	mortgage	0	568	24.98832153	121422.2893	54.69785962	0	1	1	14	10	16	0
80496	AZ	Tucson	69598.64103	< 1 year	own	1	646	26.70229259	99440.93816	59.57404179	0	0	0	13	19	20	0
80498	ME	Lewiston	70287.69153	2-5 years	own	1	668	25.31668183	111773.1049	65.3482812	8	2	0	19	10	14	4
80502	NY	Rochester	59091.2554	6-9 years	rent	1	618	37.51048627	135622.5217	40.49452846	0	1	0	1	18	22	0
80503	SC	Charleston	52542.92743	1 year	mortgage	0	624	27.71929907	88803.92346	54.87836262	0	0	1	22	18	18	0
80508	NV	Reno	74351.85616	2-5 years	rent	1	714	21.53929053	141351.3293	52.13919634	0	0	1	7	12	16	0
80509	ND	Fargo	77477.82654	2-5 years	own	1	840	29.68062351	95728.23727	58.11427883	0	0	0	4	4	4	0
80514	NY	New York City	65915.57058	1 year	rent	1	685	27.79289197	138631.8061	53.10297696	0	0	0	12	14	18	0
80515	CO	Colorado Springs	96656.34123	6-9 years	rent	1	591	30.84749276	96147.73609	37.89315632	1	1	1	6	15	17	1
80533	NY	Buffalo	103468.668	10+ years	mortgage	1	740	21.49012818	180642.4977	46.82044433	0	1	0	10	18	19	0
80543	DC	Washington															
80555	SC	Charleston	64935.60171	1 year	mortgage	0	616	25.58801436	99282.98694	78.05134552	0	0	3	6	14	20	0
80556	MN	Saint Paul	72328.52201	2-5 years	mortgage	0	822	32.57088066	124613.2025	69.91626078	0	0	0	1	12	14	0
80559	MT	Billings	109767.5429	1 year	rent	0	719	36.60883822	180941.2779	54.24029611	0	0	3	14	7	12	0
80563	MN	Saint Paul	66074.97702	2-5 years	mortgage	1	857	19.9273763	167171.1557	62.79330931	0	0	2	5	11	17	0
80571	FL	Tampa	83557.48891	6-9 years	mortgage	0	765	21.28125696	142289.4126	43.34510398	0	0	0	3	18	22	0
80574	OR	Eugene	81531.2228	2-5 years	own	0	678	13.20241244	95701.12157	59.02772081	0	2	4	8	15	19	0
80576	MS	Jackson	96806.91568	6-9 years	mortgage	1	792	18.65745744	110165.2747	55.12725431	1	0	1	22	5	9	1
80582	DC	Washington															
80594	WA	Seattle	86820.15756	2-5 years	rent	0	606	17.05224084	144813.4896	42.16226532	1	0	0	15	9	15	1
80600	VT	South Burlington	34143.5126	2-5 years	own	1	732	27.7644275	124003.4913	49.84427675	0	2	2	4	14	16	0
80610	RI	Cranston	73687.99247	6-9 years	own	1	720	15.87432994	137384.0173	58.63267024	0	0	6	18	7	13	0
80618	WI	Madison	68756.23924	2-5 years	mortgage	1	801	35.34249994	91097.49898	72.22539137	0	9	1	10	13	17	0
80620	RI	Warwick	95687.63427	1 year	mortgage	1	652	20.38044838	155359.8971	62.81971603	10	10	0	11	12	15	7
80629	MD	Frederick	71466.77032	1 year	own	1	583	30.5712385	195247.9198	82.30534884	1	0	5	23	6	7	1
80637	NY	Rochester	63279.54274	< 1 year	rent	0	718	21.77355304	101186.9561	50.62549985	0	0	3	3	8	9	0
80642	ME	Lewiston	113198.4154	2-5 years	rent	0	741	29.96070183	201564.5686	29.86429545	0	2	13	21	12	19	0
80643	NE	Omaha	68571.69632	< 1 year	rent	0	620	33.89668533	103840.9014	46.78289171	1	1	1	43	4	8	1
80657	TN	Knoxville	61922.13939	< 1 year	mortgage	1	636	28.11228198	156404.7595	70.76610512	0	0	2	8	17	19	0
80661	MI	Detroit	96039.85526	10+ years	mortgage	1	880	19.56016475	119155.9854	62.22954149	0	0	0	11	8	12	0
80663	NE	Omaha	89569.27389	6-9 years	rent	0	638	25.14168847	85471.62661	48.92475032	0	4	0	4	6	12	0
80670	WV	Charleston	83020.96797	6-9 years	rent	0	635	19.0179964	132865.148	89.55593572	0	6	4	9	10	13	0
80682	CO	Colorado Springs	92186.90327	< 1 year	own	0	725	17.9686815	185314.4722	43.47973746	0	0	1	7	14	15	0
80690	IL	Chicago	103491.401	10+ years	mortgage	1	685	25.0383707	191243.5325	83.52912996	2	0	0	14	7	12	2
80694	SC	Charleston	80713.45304	< 1 year	own	0	695	39.11053267	156360.2027	68.51132137	0	6	3	23	9	9	0
80703	TX	Houston	81735.24989	1 year	mortgage	1	818	25.76596181	114536.8678	79.6336539	0	0	0	8	12	14	0
80707	CT	New Haven	71248.74748	6-9 years	own	1	859	18.72213004	135908.941	69.17281867	0	3	0	22	16	17	0
80710	UT	West Valley City	66545.5955	1 year	rent	0	684	22.72473979	109181.0502	50.93904202	7	0	0	6	7	12	4
80720	MT	Missoula	67369.22072	6-9 years	mortgage	1	686	35.53646376	160438.7556	49.58548279	0	0	0	22	10	12	0
80744	OK	Tulsa	92040.32248	10+ years	mortgage	0	699	28.65750343	140049.4497	59.86712293	0	1	2	24	11	12	0
80779	NE	Omaha	97441.75357	< 1 year	rent	0	656	18.22625137	177690.3852	42.31703547	0	0	0	15	12	19	0
80820	CA	Los Angeles	73608.39162	6-9 years	mortgage	1	647	45.50432537	136370.2564	36.45072237	0	0	6	14	17	17	0
80822	WA	Tacoma	84156.41388	1 year	rent	0	708	25.44958787	122882.553	36.70361463	4	0	4	8	7	12	2
80827	MS	Jackson	71572.23703	1 year	own	1	665	26.69254582	148389.6977	56.09188985	9	1	0	1	12	14	6
80830	NY	Buffalo	83780.78696	1 year	mortgage	1	701	30.95641483	137563.7764	48.45394868	0	0	2	7	10	11	0
80843	CA	San Jose	81741.98609	10+ years	mortgage	0	629	19.10809698	58919.67872	35.3219976	0	1	10	7	12	18	0
80855	CA	San Jose	56894.24824	2-5 years	mortgage	0	510	31.13444071	151546.5663	64.48259046	6	5	2	9	4	8	6
80878	NY	Buffalo	62078.03283	< 1 year	rent	1	678	16.48337516	144108.4588	69.57220737	0	0	0	19	3	4	0
80884	WV	Charleston	87449.7342	2-5 years	rent	1	809	16.23584599	108396.0091	56.1079242	0	0	8	9	12	14	0
80892	NE	Lincoln	70011.86732	2-5 years	rent	0	739	27.8701625	125012.7854	49.7085096	0	0	5	4	18	20	0
80893	MT	Missoula	64232.21032	1 year	own	0	780	34.43129065	80818.89718	57.17324825	0	0	10	10	9	11	0
80900	DC	Washington															
80908	NY	Rochester	80435.76255	6-9 years	mortgage	1	726	30.05400923	143917.8824	76.06829213	2	0	0	15	10	16	1
80925	WY	Casper	68141.66247	< 1 year	own	0	630	26.77970577	132613.0123	67.88929074	1	0	0	8	20	23	1
80931	CA	San Diego	61567.63681	< 1 year	own	1	721	22.98815666	131045.9803	69.67099421	0	0	0	21	9	11	0
80933	ME	Lewiston	107555.1759	2-5 years	mortgage	1	575	28.71237967	165556.6273	54.6434573	4	8	0	10	15	19	4
80939	NY	New York City	84372.65894	6-9 years	mortgage	1	914	11.71569337	120922.6578	71.68315367	0	1	0	11	12	14	0
80941	NM	Las Cruces	88591.54009	10+ years	mortgage	0	550	29.02146335	178443.2918	57.02301837	4	3	0	14	18	22	2
80946	MN	Saint Paul	56679.05163	6-9 years	mortgage	1	700	24.45119683	130417.6899	56.79896125	5	0	0	10	11	17	4
80968	WA	Spokane	92981.88052	2-5 years	own	1	739	28.46926607	99953.72252	58.28975884	1	0	0	10	15	16	1
80970	AL	Montgomery	83499.28665	1 year	own	0	755	19.0727101	162769.4452	45.36566449	0	0	4	19	9	17	0
80985	ME	Lewiston	95471.19731	10+ years	rent	1	757	21.78001904	187102.3942	46.5721496	0	0	4	1	13	16	0
81007	FL	Miami	108221.2306	2-5 years	mortgage	0	749	25.59477791	116724.4806	45.47752215	0	0	0	3	6	11	0
81027	NJ	Newark	80340.88269	1 year	rent	1	744	33.0282762	134926.9916	36.53641109	0	8	0	19	8	12	0
81028	MD	Frederick	65387.07042	2-5 years	mortgage	1	708	14.59612036	114917.7037	29.2033914	0	0	0	4	11	21	0
81043	MI	Grand Rapids	117780.9452	6-9 years	mortgage	1	853	24.33062066	114191.5952	87.34117025	0	0	0	1	16	17	0
81053	DC	Washington															
81054	CA	San Jose	60357.606	< 1 year	mortgage	1	507	25.0539904	141892.8466	58.53560282	0	0	0	21	9	14	0
81057	FL	Jacksonville	75209.48889	2-5 years	own	1	771	28.56061132	108624.1074	26.16855638	0	0	4	18	16	18	0
81065	AL	Mobile	89620.14304	2-5 years	mortgage	1	790	30.92753762	141089.2355	70.88424004	0	3	0	2	14	22	0
81071	MO	Saint Louis	89710.68222	2-5 years	mortgage	0	723	21.51901976	131246.4323	46.38789447	0	0	0	24	14	15	0
81076	IL	Chicago	89347.67942	10+ years	own	1	848	35.76358133	183037.2754	56.15796985	0	0	0	4	9	17	0
81081	MA	Boston	101011.2803	< 1 year	own	1	749	19.42174804	176783.8705	27.01304477	0	0	1	13	14	21	0
81088	ID	Boise	79494.68709	10+ years	own	1	691	25.90821141	125414.1634	56.81336211	0	2	0	4	14	16	0
81099	IL	Aurora	73745.36864	6-9 years	own	1	773	24.02919362	134661.1548	72.07475759	0	0	0	17	10	15	0
81106	ID	Boise	74594.35893	1 year	rent	1	726	22.64861032	139763.3019	58.93252327	1	6	5	13	5	8	1
81110	LA	New Orleans	106571.9472	< 1 year	own	1	601	25.78894299	136087.9334	59.15130307	0	9	0	35	16	18	0
81121	DC	Washington															
81126	WA	Seattle	63698.34527	2-5 years	rent	0	638	26.33096226	121257.9303	75.99074594	0	3	0	6	6	10	0
81155	SD	Sioux Falls	105620.7809	6-9 years	mortgage	1	583	19.97461161	119099.2949	29.28484604	2	10	0	3	10	18	1
81160	MA	Boston	88786.56244	10+ years	mortgage	1	818	25.40771601	70340.44444	68.95783461	0	2	2	2	14	17	0
81179	SD	Sioux Falls	89532.72937	6-9 years	mortgage	1	703	19.43492085	110842.1602	55.67308348	0	0	4	17	15	15	0
81187	PA	Philadelphia	103268.8225	6-9 years	rent	1	692	31.71051555	166283.0654	38.71714116	4	5	1	13	12	15	2
81194	KY	Louisville	79932.13259	< 1 year	own	1	798	32.20729543	120935.0589	46.67661595	0	0	2	4	10	15	0
81202	WI	Milwaukee	70070.90529	10+ years	rent	0	738	22.17876952	102367.9958	43.32233775	0	0	2	18	8	15	0
81206	NY	New York City	94734.78667	2-5 years	mortgage	1	747	34.82432943	143171.3044	70.82036794	0	0	1	25	17	17	0
81207	TX	San Antonio	80752.59385	6-9 years	own	1	760	16.76391498	179679.9075	63.72381507	0	1	1	4	8	14	0
81214	FL	Tampa	90828.34173	10+ years	rent	1	736	20.05093375	150762.3812	39.99120029	0	0	4	20	14	15	0
81220	CA	San Jose	113107.9676	10+ years	mortgage	0	806	26.8445116	166452.003	55.72984027	0	0	0	6	6	10	0
81222	FL	Tampa	84123.06329	1 year	own	0	578	34.98323609	99636.78554	25.21491743	0	6	10	7	15	18	0
81225	LA	New Orleans	110253.7979	10+ years	mortgage	0	772	21.81721213	147882.2349	70.59816774	0	0	3	8	9	14	0
81227	IN	Fort Wayne	100079.2098	6-9 years	own	1	790	26.78815743	59787.7102	28.53577016	0	0	0	18	12	17	0
81233	NV	Las Vegas	79344.85432	1 year	own	1	745	12.04468383	157557.219	56.02009468	7	1	8	4	11	16	7
81238	NJ	Newark	71194.88183	< 1 year	mortgage	1	703	28.66380963	130455.0458	66.72654359	2	0	3	17	22	23	1
81244	CO	Denver	73697.10279	6-9 years	mortgage	1	837	19.21210561	100495.093	42.8605631	0	0	11	2	13	15	0
81259	LA	New Orleans	79797.39246	1 year	rent	0	651	30.42511835	132504.4641	51.25786818	0	0	0	24	10	11	0
81265	CA	Los Angeles	106241.8138	10+ years	mortgage	1	772	24.35088302	107006.9585	42.26338214	0	0	6	6	10	16	0
81268	WA	Seattle	102416.8309	6-9 years	mortgage	1	715	31.22335052	177250.484	55.11200776	0	0	2	4	15	15	0
81277	NV	Las Vegas	73706.53391	2-5 years	mortgage	1	793	29.23639468	130067.5224	66.18089438	0	0	0	11	7	10	0
81284	MO	Saint Louis	97911.58775	6-9 years	mortgage	1	718	15.7930687	209201.554	78.38460539	0	0	0	4	15	15	0
81298	FL	Miami	77544.23129	10+ years	rent	1	674	23.50541482	153339.1023	63.80721614	1	0	5	15	9	12	1
81305	LA	New Orleans	82318.99331	2-5 years	rent	1	733	31.28232817	135433.1879	42.25734029	1	0	0	4	14	18	1
81307	MI	Grand Rapids	75271.3198	1 year	rent	1	614	26.11435066	88543.90656	79.20957237	0	0	12	7	14	14	0
81310	PA	Pittsburgh	95761.36655	6-9 years	own	1	726	35.3043436	150797.5041	56.8835288	4	0	9	18	10	17	3
81335	NJ	Newark	59862.49801	1 year	own	1	729	33.94540377	100664.9226	70.6796747	0	2	0	21	13	16	0
81341	TX	Houston	75028.20293	6-9 years	own	1	719	25.4636951	136597.7593	74.17006187	0	1	0	11	9	13	0
81345	OK	Tulsa	36508.46063	1 year	own	0	693	22.13851566	86813.2846	72.3739804	0	0	0	4	9	13	0
81350	TX	Dallas	69674.93281	1 year	rent	1	574	25.01084473	114206.3404	51.34562078	3	1	5	22	14	22	3
81359	NM	Las Cruces	84173.24837	2-5 years	own	1	755	23.17558806	141766.1506	44.67175636	0	0	0	27	19	23	0
81361	OR	Gresham	88204.89594	2-5 years	own	1	751	36.42819228	135561.2783	43.82537958	0	0	0	2	18	20	0
81368	OR	Gresham	78651.23445	6-9 years	rent	0	658	20.9704816	72838.30358	64.90841169	0	2	0	6	10	15	0
81379	DC	Washington															
81386	IN	Fort Wayne	52677.16537	< 1 year	own	1	697	30.89219411	148867.8959	71.48211683	0	0	4	2	8	10	0
81393	KY	Lexington	75413.66383	10+ years	own	0	727	31.44791857	148575.847	69.12842274	0	1	0	4	9	12	0
81405	NY	Rochester	78404.43708	10+ years	mortgage	1	767	25.73750078	172995.2372	48.97423694	0	0	0	15	12	17	0
81449	MS	Jackson	111144.9579	6-9 years	mortgage	1	784	27.20464479	112295.6578	74.10724264	2	0	0	3	19	20	1
81450	NV	Reno	67935.53868	< 1 year	rent	0	623	24.88988401	158670.0261	50.65042491	0	0	1	19	14	21	0
81453	LA	New Orleans	102736.5998	10+ years	mortgage	1	700	22.04068285	170023.8621	58.27289917	0	3	0	29	15	16	0
81462	CA	San Diego	67245.50477	10+ years	rent	0	703	27.90760359	145068.578	49.2255619	0	0	0	7	11	17	0
81467	NJ	Jersey City	116434.2471	6-9 years	own	1	807	19.00021875	148610.7314	51.70127943	0	0	0	4	9	15	0
81470	PA	Allentown	75795.35327	6-9 years	mortgage	1	744	32.50272888	97948.53124	63.37219042	0	0	7	18	10	13	0
81477	NM	Las Cruces	103619.2116	1 year	mortgage	1	761	33.90143919	146566.8484	91.2522784	0	0	1	8	14	16	0
81491	CA	San Diego	101188.7145	2-5 years	own	1	715	33.14985163	196866.8962	64.2663362	0	1	0	12	10	17	0
81523	TN	Memphis	94116.76258	< 1 year	rent	0	783	23.30994974	166972.0933	62.79718765	0	2	2	7	9	10	0
81526	CA	San Jose	59422.40271	1 year	own	1	765	22.20725087	178041.1566	46.86138216	0	0	0	6	14	15	0
81530	IN	Fort Wayne	85151.97201	< 1 year	mortgage	0	583	25.27034403	89529.32142	41.36444855	0	0	2	6	17	19	0
81531	TN	Nashville	90887.8634	10+ years	mortgage	0	633	20.87842079	73996.26172	69.12801355	9	6	6	11	9	17	8
81541	TN	Nashville	61572.18724	2-5 years	own	0	643	35.81701667	141105.6885	46.0908296	0	0	0	19	11	17	0
81546	MN	Minneapolis	74837.18646	< 1 year	mortgage	1	561	33.26209618	116732.3278	73.01346506	0	6	0	2	9	15	0
81578	NV	Las Vegas	73071.70522	< 1 year	own	0	639	30.39413757	122781.8492	57.86976613	0	0	0	10	13	19	0
81584	IA	Cedar Rapids	99521.20092	10+ years	own	1	816	31.7474243	118610.8232	51.14026528	0	0	0	3	13	17	0
81592	NY	New York City	49159.16047	< 1 year	own	1	769	12.08629384	174266.5728	80.39279836	0	6	0	12	13	15	0
81598	NY	New York City	80107.21999	1 year	rent	0	692	23.85953719	123488.8783	58.27161102	0	0	0	18	16	19	0
81602	OK	Tulsa	66958.86163	10+ years	rent	1	674	28.54387046	117904.1196	46.30715259	0	1	0	14	11	12	0
81611	CA	San Jose	51491.40885	2-5 years	mortgage	0	802	29.74622915	138374.0515	76.09031697	0	4	0	13	8	16	0
81620	KY	Lexington	91186.86788	1 year	mortgage	1	662	25.9101847	100667.4238	49.77571143	5	1	7	7	13	15	5
81621	ND	Bismarck	88543.82107	1 year	own	1	700	18.74467602	138149.5765	45.49835133	0	7	4	1	20	21	0
81635	TX	Houston	71517.40765	< 1 year	own	1	719	21.61876444	156631.9762	56.93334706	0	0	0	6	15	19	0
81677	LA	Shreveport	113780.7974	10+ years	mortgage	1	711	27.715192	139914.689	67.21455274	15	0	0	8	12	15	8
81683	MT	Billings	57608.82852	1 year	rent	1	863	14.92582191	128119.3247	68.63653658	0	0	0	4	6	6	0
81694	NY	Rochester	104698.588	2-5 years	mortgage	0	696	30.37666311	167437.4843	49.87482035	6	0	1	2	14	17	4
81704	PA	Philadelphia	96301.8304	10+ years	own	0	691	17.10481655	219050.1812	34.07506387	2	3	0	4	7	12	2
81710	MS	Jackson	47736.73818	< 1 year	own	1	771	35.17979227	148846.8011	51.66226048	0	0	3	9	10	16	0
81711	AL	Mobile	56570.6375	1 year	own	1	680	28.19303378	136365.1309	43.88279928	7	4	0	29	24	24	4
81728	KY	Lexington	71162.37999	10+ years	mortgage	1	761	24.19466006	116241.7928	86.67393082	0	0	9	15	3	6	0
81731	OR	Eugene	108124.1576	< 1 year	rent	1	714	32.99009886	138394.7071	34.38839899	2	1	10	14	14	19	1
81739	SC	North Charleston	58348.9823	2-5 years	own	1	723	17.83761374	160811.5402	52.33885417	0	0	14	6	9	14	0
81771	NY	New York City	59496.82374	1 year	rent	0	714	20.04431137	136764.9922	56.7890075	0	2	0	4	7	8	0
81817	OR	Portland	61419.51069	< 1 year	own	1	717	13.98889837	134471.5382	61.37581168	0	0	0	4	16	21	0
81819	LA	New Orleans	97478.97043	< 1 year	mortgage	0	756	19.20929203	169517.5955	44.1734506	0	0	6	30	8	14	0
81827	MI	Grand Rapids	105447.8137	1 year	rent	1	770	25.17496752	166664.4881	61.35212152	0	0	0	16	10	19	0
81832	WV	Charleston	71444.19718	1 year	rent	1	622	30.28089384	94235.98903	42.67740813	5	7	0	6	9	16	3
81835	WA	Spokane	57161.76761	2-5 years	own	1	789	31.2975803	86971.1015	38.15616888	0	1	0	9	12	15	0
81861	MA	Worcester	66972.73187	2-5 years	mortgage	1	665	32.96672335	85393.98813	37.78602908	2	0	0	25	13	14	2
81862	NH	Nashua	105774.6287	10+ years	mortgage	0	790	16.83340515	160655.0641	58.81122211	0	4	1	25	8	14	0
81901	KY	Lexington	71956.81922	6-9 years	mortgage	1	734	23.48998249	74515.6093	44.74053128	0	0	0	19	6	7	0
81903	WA	Seattle	103599.6778	1 year	own	1	710	21.78679151	135250.2443	48.66352144	0	0	2	18	9	11	0
81904	ID	Nampa	83889.27794	10+ years	mortgage	0	584	30.87189724	142077.9856	47.7455597	0	7	1	4	13	14	0
81905	ID	Nampa	107376.9726	1 year	mortgage	1	688	34.55006028	143486.0742	51.48244392	0	0	0	10	16	17	0
81911	AZ	Tucson	71547.57342	6-9 years	own	1	688	42.13839823	96375.2023	63.13883676	0	0	2	1	7	12	0
81922	MO	Saint Louis	106259.8774	2-5 years	rent	1	716	27.62971624	121747.1036	63.40782959	3	0	0	2	11	15	2
81928	MO	Kansas City	77014.54917	6-9 years	mortgage	1	820	23.50794649	135564.5081	73.12425696	0	0	0	15	10	13	0
81945	VA	Virginia Beach	83572.01599	6-9 years	mortgage	0	675	29.35245202	104833.3916	61.11100719	0	0	0	1	12	18	0
81946	NY	Buffalo	84483.5487	6-9 years	rent	0	706	32.62351387	180406.9242	70.3377428	3	0	6	5	5	8	2
81955	MA	Worcester	77491.5866	2-5 years	own	0	731	26.11240292	149852.8548	52.45126307	0	0	2	4	11	17	0
81957	NE	Omaha	43853.38548	1 year	rent	1	824	14.34450555	30050.05178	59.61745578	0	4	8	5	13	24	0
81977	NY	Rochester	90942.82276	< 1 year	rent	0	747	23.61669784	110011.6225	54.72265243	0	0	0	10	11	16	0
81982	AZ	Phoenix	82414.72595	< 1 year	rent	1	742	28.29025652	157552.6686	56.25706382	0	0	6	21	7	8	0
81984	CA	Los Angeles	65762.58376	1 year	rent	0	642	23.92332139	94293.76689	50.44982334	0	0	0	18	8	12	0
81987	NE	Omaha	50786.44781	2-5 years	own	1	726	26.54339304	120512.02	56.70763252	0	0	0	12	16	18	0
81996	NY	Rochester	40028.23359	< 1 year	own	0	702	28.71690198	107690.6359	72.31176892	0	7	0	15	12	18	0
82002	TN	Nashville	29798.97693	< 1 year	own	1	720	24.81710437	130317.3952	68.69264841	0	0	0	14	13	17	0
82008	AR	Little Rock	80664.25177	6-9 years	own	1	739	26.56180295	91979.97528	32.25788819	0	0	0	23	4	6	0
82051	CA	San Diego	77086.48482	< 1 year	rent	0	675	31.049527	147530.7134	49.02245567	0	0	0	11	4	6	0
82057	DC	Washington															
82058	FL	Jacksonville	105998.2262	6-9 years	mortgage	1	741	25.30740528	144717.0672	68.49397349	5	4	0	2	7	9	4
82062	NY	Rochester	85182.41646	< 1 year	mortgage	1	758	16.58837894	115022.2885	58.39573256	0	0	0	11	10	17	0
82065	NE	Omaha	69158.70291	6-9 years	rent	1	722	23.36343453	180954.3026	59.09278611	0	0	4	20	6	9	0
82072	SD	Aberdeen	102035.3524	6-9 years	mortgage	1	727	24.8135488	131640.6996	51.11212331	0	1	3	7	11	15	0
82083	ID	Boise	76608.38052	< 1 year	mortgage	1	595	24.75904731	108760.3821	54.51239788	0	0	0	16	7	12	0
82087	CA	Los Angeles	100751.6938	1 year	own	0	639	30.78195465	99674.44461	46.34911665	0	0	2	18	11	14	0
82092	KS	Wichita	87827.13444	< 1 year	rent	1	593	18.59360968	154059.5747	74.66653158	0	0	0	22	7	11	0
82095	DC	Washington															
82100	FL	Tampa	52440.57797	2-5 years	rent	0	562	32.08914629	115711.5572	50.7878681	1	0	0	3	10	15	1
82101	RI	Cranston	40984.09605	6-9 years	rent	1	745	33.21773071	120366.9681	51.70995551	0	0	5	6	9	9	0
82102	NC	Raleigh	64071.58553	6-9 years	mortgage	1	633	26.33255672	141969.0087	45.68830647	7	4	1	13	10	17	6
82106	MD	Baltimore	81102.5508	2-5 years	own	1	745	25.83710227	143817.1449	53.97648848	1	0	0	12	9	17	1
82109	NY	New York City	69890.97546	< 1 year	own	1	695	24.78555762	135962.2701	65.85727788	0	0	8	1	17	19	0
82114	KY	Louisville	103484.536	10+ years	mortgage	1	783	20.00360689	120185.5131	66.9316044	0	6	0	1	11	13	0
82118	NE	Lincoln	63434.53047	6-9 years	mortgage	0	665	19.29728785	162320.1221	74.46368819	0	0	2	8	8	13	0
82121	WA	Spokane	102104.7342	2-5 years	rent	1	684	24.42338979	179177.0725	67.73454338	0	0	5	26	10	16	0
82126	CA	San Jose	73923.47333	10+ years	mortgage	1	760	12.37598857	114416.4851	57.0068754	0	0	10	7	14	16	0
82131	CA	Los Angeles	98737.56529	6-9 years	mortgage	1	642	31.62882595	182710.0745	46.44408477	0	0	0	26	9	13	0
82132	ND	Bismarck	46881.29121	10+ years	rent	1	721	24.36631236	142516.371	52.39962068	0	4	3	5	18	23	0
82135	DC	Washington															
82140	KS	Wichita	88604.79285	10+ years	rent	0	662	12.34112907	127025.1553	68.35424988	2	0	0	12	15	17	1
82149	AL	Montgomery	59720.24463	2-5 years	mortgage	1	742	28.14774359	92063.23918	48.02052981	0	0	0	10	11	15	0
82156	NM	Las Cruces	84490.1896	10+ years	mortgage	1	756	19.54093459	201580.093	60.50386891	0	0	6	7	14	16	0
82161	NV	Las Vegas	108672.0674	10+ years	mortgage	0	657	11.60254832	163015.1418	79.66864948	0	2	0	4	12	15	0
82173	CA	San Diego	42825.6878	< 1 year	own	0	632	23.22160362	124113.6997	63.90703748	2	0	9	17	14	18	2
82193	TX	San Antonio	78750.20485	< 1 year	mortgage	1	605	27.15182841	143453.7932	63.93438341	0	1	0	23	16	19	0
82195	WA	Seattle	97163.11043	2-5 years	mortgage	1	763	38.2740682	96695.12492	41.11985185	0	1	0	7	7	10	0
82196	WI	Madison	121944.2317	6-9 years	mortgage	1	639	31.71290137	127042.3074	63.71482355	12	13	0	14	11	20	11
82198	MT	Missoula	80075.19917	< 1 year	rent	1	724	29.16798769	175248.8014	56.82993604	0	0	0	10	11	18	0
82206	IN	Fort Wayne	74521.33447	1 year	mortgage	1	747	20.18643779	159081.8652	58.32540474	0	0	4	5	7	11	0
82212	CA	Los Angeles	78434.90886	2-5 years	rent	0	648	31.61496527	163293.9121	45.91729423	0	0	0	4	16	17	0
82220	MT	Missoula	75687.7478	< 1 year	rent	1	614	29.19000703	140775.9637	52.18869207	0	0	0	18	7	13	0
82224	MT	Missoula	54510.47812	< 1 year	own	1	685	27.65241147	107902.7205	63.4241756	6	4	0	5	6	6	3
82232	FL	Jacksonville	84924.58975	2-5 years	rent	1	704	22.90453806	166274.7707	71.88089408	0	0	0	23	9	17	0
